nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id,barrio
9445754555,2026-01-07,Trata,Explotación sexual,Víctima directa,Argentina,Santa Fe,,Mujer cis,18,No,,82,
545754555,2026-01-07,Trata,Explotación sexual,Víctima directa,,Santa Fe,,Mujer cis,20,No,,82,
2545754555,2026-01-07,Trata,Posible captación,Víctima directa,,Santa Fe,,Mujer cis,18,No,,82,
3545754555,2026-01-07,Trata,Explotación sexual,Víctima directa,,Santa Fe,,Mujer cis,20,No,,82,
5545754555,2026-01-08,Trata,Posible captación,Víctima directa,,Santa Fe,,Mujer cis,18,No,,82,
1555754555,2026-01-08,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Córdoba,Rosario,Varón cis,0,No,,14,
2555754555,2026-01-08,Trata,Posible captación,Víctima directa,Argentina,Santa Fe,,Mujer cis,38,No,,82,
8475754555,2026-01-08,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,Ciudadela,Mujer,46,No,,06,
8475754555,2026-01-08,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,Ciudadela,Mujer,11,No,,06,
8475754555,2026-01-08,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Ciudad Autónoma de Buenos Aires,,Hombre,0,No,,02,
4575754555,2026-01-09,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,Argentina,Ciudad Autónoma de Buenos Aires,,Varón cis,0,No,,02,
4575754555,2026-01-09,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,Argentina,Buenos Aires,,Mujer cis,25,No,,06,
8484845555,2026-01-09,Trata,Explotación laboral  comercial,Acusado,,Ciudad Autónoma de Buenos Aires,,Hombre,0,No,,02,
9484845555,2026-01-09,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,Ciudadela,Mujer,46,No,,06,
9484845555,2026-01-09,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,Ciudadela,Mujer,11,No,,06,
584845555,2026-01-09,Trata,Explotación sexual,Víctima indirecta,,Buenos Aires,González Catán,Mujer,0,No,,06,González Catán
584845555,2026-01-09,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,18,No,,06,
584845555,2026-01-09,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,28,No,,06,
2584845555,2026-01-09,Trata,Explotación sexual,Acusado,,Santa Fe,,Mujer cis,0,No,,82,
2584845555,2026-01-09,Trata,Explotación sexual,Acusado,,Santa Fe,,Hombre,0,No,,82,
5584845555,2026-01-09,Trata,Posible captación,Víctima directa,Argentina,Formosa,,Mujer cis,23,No,,34,
5584845555,2026-01-09,Trata,Posible captación,Víctima directa,Argentina,Formosa,,Varón cis,5,No,,34,
7584845555,2026-01-09,Trata,"Material de abuso sexual contra n, n, y a",Víctima directa,Argentina,Jujuy,,Mujer cis,19,No,,38,
7584845555,2026-01-09,Trata,"Material de abuso sexual contra n, n, y a",Acusado,Argentina,Jujuy,,Varón cis,22,No,,38,
8494845555,2026-01-09,Trata,Posible captación,Víctima indirecta,Argentina,Formosa,Clorinda,Varón cis,0,No,,34,San jose
8494845555,2026-01-09,Trata,Posible captación,Víctima directa,Argentina,Formosa,,Mujer cis,0,No,,34,
5505845555,2026-01-10,Trata,Posible captación,Víctima directa,Argentina,Formosa,,Mujer cis,23,No,,34,
5505845555,2026-01-10,Trata,Posible captación,Víctima directa,Argentina,Formosa,,Varón cis,5,No,,34,
6505845555,2026-01-10,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Chaco,Resistencia,Varón cis,0,No,,22,barberan
6505845555,2026-01-10,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Chaco,,Hombre,0,No,,22,
7505845555,2026-01-10,Trata,Posible captación,Víctima directa,,Santa Fe,,Mujer cis,18,No,,82,
4515845555,2026-01-11,Trata,Oferta laboral engañosa,Víctima directa,Argentina,Formosa,,Mujer cis,23,No,,34,
4515845555,2026-01-11,Trata,Oferta laboral engañosa,Víctima directa,Argentina,Formosa,,Varón cis,5,No,,34,
3525845555,2026-01-12,Trata,Oferta laboral engañosa,Víctima indirecta,Argentina,Formosa,Clorinda,Varón cis,0,No,,34,San jose
3525845555,2026-01-12,Trata,Oferta laboral engañosa,Víctima directa,Argentina,Formosa,,Mujer cis,0,No,,34,
6525845555,2026-01-12,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,,Mujer cis,25,No,,02,
6525845555,2026-01-12,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,Argentina,Ciudad Autónoma de Buenos Aires,,Varón cis,0,No,,02,
8435845555,2026-01-12,Trata,Explotación laboral,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer cis,25,No,,02,
8435845555,2026-01-12,Trata,Explotación laboral,Acusado,Ucrania,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
8435845555,2026-01-12,Trata,Explotación laboral,Acusado,Ucrania,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
8435845555,2026-01-12,Trata,Explotación laboral,Acusado,Ucrania,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
6535845555,2026-01-12,Trata,Posible captación,Víctima indirecta,Argentina,Formosa,Clorinda,Varón cis,0,No,,34,San jose
6535845555,2026-01-12,Trata,Posible captación,Víctima directa,Argentina,Formosa,,Mujer cis,0,No,,34,
7535845555,2026-01-12,Trata,Explotación sexual,Acusado,,Tierra del Fuego,,Varón cis,0,No,,94,
7535845555,2026-01-12,Trata,Explotación sexual,Acusado,,Tierra del Fuego,,Mujer cis,0,No,,94,
7535845555,2026-01-12,Trata,Explotación sexual,Acusado,,Tierra del Fuego,,Varón cis,0,No,,94,
7535845555,2026-01-12,Trata,Explotación sexual,Víctima directa,,Tierra del Fuego,,Mujer cis,0,No,,94,
7535845555,2026-01-12,Trata,Explotación sexual,Víctima directa,,Tierra del Fuego,,Mujer cis,0,No,,94,
8445845555,2026-01-12,Trata,Posible captación,Víctima directa,Argentina,Formosa,,Mujer cis,0,No,,34,
9455845555,2026-01-13,Trata,Posible captación,Víctima directa,,Misiones,,Mujer,16,No,,54,
1555845555,2026-01-13,Trata,Explotación laboral,Víctima directa,,,,Mujer,0,No,,,
6555845555,2026-01-13,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,,Varón cis,0,No,,06,
6555845555,2026-01-13,Trata,Explotación sexual,Víctima directa,,Buenos Aires,Jose Leon Suarez,Mujer cis,0,No,,06,
7555845555,2026-01-13,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer,32,No,,06,
7555845555,2026-01-13,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,0,No,,06,
4565845555,2026-01-13,Trata,Explotación laboral  rural,Víctima directa,,Buenos Aires,,Hombre,0,No,,06,
5565845555,2026-01-13,Trata,Posible captación,Víctima directa,Argentina,Formosa,,Mujer cis,0,No,,34,
7565845555,2026-01-13,Trata,Oferta laboral engañosa,Víctima directa,,Salta,,Mujer,22,No,,66,
6565845555,2026-01-13,Trata,Explotación laboral,Víctima directa,,Santa Fe,Rosario,Hombre,0,No,,82,
6565845555,2026-01-13,Trata,Explotación laboral,Acusado,,Santa Fe,,Hombre,0,No,,82,
6565845555,2026-01-13,Trata,Explotación laboral,Acusado,,Santa Fe,,Mujer,0,No,,82,
7565845555,2026-01-13,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,0,No,,,
5575845555,2026-01-14,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Munro,Mujer cis,0,No,,06,
584945555,2026-01-14,Trata,Explotación laboral,Acusado,,Ciudad Autónoma de Buenos Aires,,No sabe / no contesta,0,No,,02,
584945555,2026-01-14,Trata,Explotación laboral,Acusado,Otro,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
584945555,2026-01-14,Trata,Explotación laboral,Acusado,Rusia,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
8494945555,2026-01-14,Trata,Servidumbre doméstica,Víctima directa,,Salta,,Mujer,0,No,,66,
5594945555,2026-01-14,Trata,Servidumbre doméstica,Víctima directa,,,,Mujer cis,0,No,,,
7594945555,2026-01-14,Trata,Explotación laboral  rural,Acusado,,Corrientes,,Varón cis,0,No,,18,
7594945555,2026-01-14,Trata,Explotación laboral  rural,Acusado,,Corrientes,,Varón cis,0,No,,18,
7594945555,2026-01-14,Trata,Explotación laboral  rural,Acusado,,Corrientes,,Varón cis,0,No,,18,
7594945555,2026-01-14,Trata,Explotación laboral  rural,Víctima directa,,Corrientes,,Varón cis,0,No,,18,
9405945555,2026-01-15,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Hombre,16,No,,06,
9405945555,2026-01-15,Trata,Explotación sexual,Acusado,,La Rioja,,Mujer,27,No,,46,
3505945555,2026-01-15,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,Argentina,Tucumán,,Mujer cis,19,No,,90,
7505945555,2026-01-15,Trata,Posible captación,Víctima directa,Argentina,Buenos Aires,,Mujer cis,21,No,,06,
8415945555,2026-01-15,Trata,Explotación sexual,Víctima directa,,Mendoza,,Mujer,50,No,,50,
515945555,2026-01-15,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Hombre,0,No,,06,
515945555,2026-01-15,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Mujer,0,No,,06,
515945555,2026-01-15,Trata,Explotación laboral,Acusado,,Buenos Aires,,Mujer,0,No,,06,
1515945555,2026-01-15,Trata,"Material de abuso sexual contra n, n, y a",Acusado,Argentina,Mendoza,,Varón cis,0,No,,50,
3515945555,2026-01-15,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Hombre,0,No,,06,
3515945555,2026-01-15,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Mujer,0,No,,06,
3515945555,2026-01-15,Trata,Explotación laboral,Acusado,,Buenos Aires,,Mujer,0,No,,06,
1525945555,2026-01-16,Trata,Explotación laboral  rural,Acusado,,Santa Cruz,,Hombre,0,No,,78,
1525945555,2026-01-16,Trata,Explotación laboral  rural,Víctima directa,,Santa Cruz,,Hombre,66,No,,78,
525945555,2026-01-16,Trata,Explotación laboral  textil,Acusado,Argentina,Ciudad Autónoma de Buenos Aires,,Mujer,0,No,,02,
8435945555,2026-01-16,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,,Mujer,55,No,,06,
3535945555,2026-01-16,Trata,Explotación laboral  textil,Acusado,,Ciudad Autónoma de Buenos Aires,,Hombre,0,No,,02,
8445945555,2026-01-16,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,,Mujer,18,No,,06,
545945555,2026-01-16,Trata,Explotación sexual,Víctima indirecta,,Mendoza,,Mujer cis,0,No,,50,
545945555,2026-01-16,Trata,Explotación sexual,Víctima directa,,Mendoza,,Mujer cis,34,No,,50,
545945555,2026-01-16,Trata,Explotación sexual,Acusado,,Mendoza,,Varón cis,30,No,,50,
4545945555,2026-01-17,Trata,Persona desaparecida,Víctima indirecta,,Tucumán,,Mujer cis,0,No,,90,
4545945555,2026-01-17,Trata,Persona desaparecida,Víctima directa,,Tucumán,,Mujer cis,16,No,,90,
4545945555,2026-01-17,Trata,Persona desaparecida,Acusado,,Tucumán,,Varón cis,0,No,,90,
5555945555,2026-01-17,Trata,Persona desaparecida,Víctima directa,,Tucumán,,Mujer cis,16,No,,90,
5555945555,2026-01-17,Trata,Persona desaparecida,Acusado,,Tucumán,,Varón cis,0,No,,90,
1584055555,2026-01-18,Trata,Grooming,Acusado,Argentina,Salta,Salta,Varón cis,14,No,,66,
5594055555,2026-01-19,Trata,Explotación laboral  rural,Acusado,,Salta,,Varón cis,0,No,,66,
5594055555,2026-01-19,Trata,Explotación laboral  rural,Acusado,,Salta,,Varón cis,0,No,,66,
6594055555,2026-01-19,Trata,Explotación laboral,Víctima directa,Argentina,Misiones,,Varón cis,26,No,,54,
6594055555,2026-01-19,Trata,Explotación laboral,Acusado,Argentina,Misiones,,Varón cis,47,No,,54,
505055555,2026-01-19,Trata,Otros delitos,Acusado,,Córdoba,Río Cuarto,Varón cis,0,No,,14,
505055555,2026-01-19,Trata,Otros delitos,Acusado,,Córdoba,,Mujer cis,0,No,,14,
9415055555,2026-01-19,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer cis,0,No,,06,
9425055555,2026-01-20,Trata,Explotación sexual,Acusado,,Santa Fe,,Mujer,0,No,,82,
9425055555,2026-01-20,Trata,Explotación sexual,Acusado,,Santa Fe,,Hombre,0,No,,82,
2525055555,2026-01-20,Trata,Persona desaparecida,Víctima directa,,Salta,,Mujer,38,No,,66,
2525055555,2026-01-20,Trata,Persona desaparecida,Víctima directa,,Salta,,Hombre,3,No,,66,
2525055555,2026-01-20,Trata,Persona desaparecida,Víctima indirecta - familiar,,Jujuy,Palpala,Mujer,0,No,,38,
3525055555,2026-01-20,Trata,Posible captación,Acusado,,Tucumán,,Mujer,0,No,,90,
535055555,2026-01-21,Trata,Reducción a la servidumbre o situaciones análogas,Víctima indirecta,Argentina,Tucumán,,Mujer cis,0,No,,90,
535055555,2026-01-21,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,Argentina,Tucumán,,Mujer cis,0,No,,90,
2535055555,2026-01-21,Trata,Ofrecimiento,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,38,No,,02,
2535055555,2026-01-21,Trata,Ofrecimiento,Acusado,,Neuquén,,Hombre,0,No,,58,
1535055555,2026-01-21,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,Paraguay,Buenos Aires,,Mujer cis,0,No,,06,
1535055555,2026-01-21,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,Argentina,Buenos Aires,,Varón cis,0,No,,06,
5535055555,2026-01-21,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,Argentina,Río Negro,,Mujer cis,16,No,,62,
8445055555,2026-01-21,Trata,Explotación sexual,Víctima indirecta,,Córdoba,,Hombre,0,No,,14,
8445055555,2026-01-21,Trata,Explotación sexual,Acusado,,Córdoba,,Mujer,0,No,,14,
3545055555,2026-01-21,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,,Mujer,27,No,,06,
3545055555,2026-01-21,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Buenos Aires,,Hombre,16,No,,06,
6545055555,2026-01-21,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,,Hombre,65,No,,14,
6555055555,2026-01-22,Trata,Explotación laboral,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Hombre,0,No,,02,
6555055555,2026-01-22,Trata,Explotación laboral,Acusado,Ucrania,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
6555055555,2026-01-22,Trata,Explotación laboral,Acusado,Ucrania,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
2565055555,2026-01-22,Trata,Explotación laboral,Víctima directa,,Entre Ríos,,Hombre,58,No,,30,
2565055555,2026-01-22,Trata,Explotación laboral,Acusado,,Entre Ríos,,Hombre,0,No,,30,
2565055555,2026-01-22,Trata,Explotación laboral,Acusado,,Entre Ríos,,Hombre,0,No,,30,
1575055555,2026-01-22,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Mujer,21,No,,06,
1575055555,2026-01-22,Trata,Explotación laboral,Acusado,,Buenos Aires,,Hombre,60,No,,06,
5575055555,2026-01-22,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,,Hombre,40,No,,06,
8484155555,2026-01-22,Trata,Explotación laboral  rural,Víctima directa,,Río Negro,,Hombre,0,No,,62,
4584155555,2026-01-23,Trata,Explotación sexual,Víctima directa,,Córdoba,La Falda,Mujer,23,No,,14,
4584155555,2026-01-23,Trata,Explotación sexual,Víctima indirecta,,Córdoba,La Falda,Mujer,0,No,,14,
6594155555,2026-01-24,Trata,Explotación laboral  rural,Víctima directa,,Tucumán,,Hombre,0,No,,90,
6594155555,2026-01-24,Trata,Explotación laboral  rural,Acusado,,Río Negro,,Hombre,0,No,,62,
9405155555,2026-01-24,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,Chaco,,Mujer cis,0,No,,22,
7505155555,2026-01-24,Trata,Explotación sexual,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,,Mujer cis,18,No,,02,
6515155555,2026-01-25,Trata,Posible captación,Víctima directa,,Misiones,,Mujer,21,No,,54,
6515155555,2026-01-25,Trata,Posible captación,Acusado,,Córdoba,,Hombre,25,No,,14,
7515155555,2026-01-25,Trata,Posible captación,Víctima directa,,Misiones,,Mujer,21,No,,54,
7515155555,2026-01-25,Trata,Posible captación,Acusado,,Córdoba,,Hombre,25,No,,14,
8435155555,2026-01-26,Trata,Explotación laboral  rural,Acusado,,Río Negro,,Hombre,0,No,,62,
9435155555,2026-01-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Mendoza,,Mujer cis,0,No,,50,
9435155555,2026-01-26,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Mendoza,,Mujer cis,15,No,,50,
9435155555,2026-01-26,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Mendoza,,Varón cis,16,No,,50,
535155555,2026-01-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Neuquén,Neuquén,Mujer cis,30,No,,58,
1535155555,2026-01-26,Trata,Explotación laboral,Acusado,,La Rioja,,Mujer cis,0,No,,46,
2535155555,2026-01-26,Trata,Explotación sexual,Víctima directa,Argentina,Misiones,Posadas,Mujer cis,18,No,,54,A 4
3535155555,2026-01-26,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,24,No,,86,
3535155555,2026-01-26,Trata,Explotación laboral,Acusado,,Córdoba,,Hombre,0,No,,14,
3535155555,2026-01-26,Trata,Explotación laboral,Acusado,,Córdoba,,Hombre,0,No,,14,
4535155555,2026-01-26,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,24,No,,86,
4535155555,2026-01-26,Trata,Explotación laboral,Acusado,,Córdoba,,Hombre,0,No,,14,
4535155555,2026-01-26,Trata,Explotación laboral,Acusado,,Córdoba,,Hombre,0,No,,14,
7545155555,2026-01-27,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,,Mujer,20,No,,14,
7545155555,2026-01-27,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Córdoba,,Mujer,16,No,,14,
1555155555,2026-01-27,Trata,Explotación laboral  textil,Víctima directa,,Buenos Aires,,Mujer,0,No,,06,
1555155555,2026-01-27,Trata,Explotación laboral  textil,Acusado,,Buenos Aires,,Hombre,0,No,,06,
1555155555,2026-01-27,Trata,Explotación laboral  textil,Acusado,,Buenos Aires,,Mujer,0,No,,06,
7555155555,2026-01-27,Trata,Explotación laboral  rural,Víctima directa,,Tucumán,,Hombre,34,No,,90,
7555155555,2026-01-27,Trata,Explotación laboral  rural,Víctima directa,,Tucumán,,Hombre,30,No,,90,
7555155555,2026-01-27,Trata,Explotación laboral  rural,Víctima directa,,Tucumán,,Hombre,34,No,,90,
7555155555,2026-01-27,Trata,Explotación laboral  rural,Víctima directa,,Tucumán,,Hombre,20,No,,90,
7555155555,2026-01-27,Trata,Explotación laboral  rural,Acusado,,Río Negro,,Hombre,0,No,,62,
4565155555,2026-01-27,Trata,Explotación sexual,Víctima directa,Argentina,,,Mujer cis,0,No,,,
2575155555,2026-01-28,Trata,Explotación laboral  rural,Víctima directa,,Tucumán,,Hombre,34,No,,90,
5575155555,2026-01-28,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,,Mujer,52,No,,06,
5575155555,2026-01-28,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Mujer,0,No,,,
8484255555,2026-01-28,Trata,"Explotación laboral niñas, niños y adolescentes comercial",Víctima directa,Venezuela,Buenos Aires,,Varón cis,14,No,,06,
8484255555,2026-01-28,Trata,"Explotación laboral niñas, niños y adolescentes comercial",Acusado,Venezuela,Buenos Aires,,Mujer cis,0,No,,06,
8484255555,2026-01-28,Trata,"Explotación laboral niñas, niños y adolescentes comercial",Acusado,Argentina,Buenos Aires,,Varón cis,0,No,,06,
8494255555,2026-01-28,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer cis,0,No,,,
7594255555,2026-01-29,Trata,Posible captación,Víctima directa,Argentina,Misiones,Wanda,Mujer cis,30,No,,54,Primavera
4505255555,2026-01-29,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,,Mujer,60,No,,02,
1525255555,2026-01-30,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,Argentina,Córdoba,,Varón cis,64,No,,14,
1525255555,2026-01-30,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,Argentina,Córdoba,,Mujer cis,74,No,,14,
7525255555,2026-01-30,Trata,"Explotación laboral niñas, niños y adolescentes rural",Acusado,,Santiago del Estero,,Varón cis,0,No,,86,
7525255555,2026-01-30,Trata,"Explotación laboral niñas, niños y adolescentes rural",Acusado,,Santiago del Estero,,Mujer cis,0,No,,86,
7525255555,2026-01-30,Trata,"Explotación laboral niñas, niños y adolescentes rural",Acusado,,Santiago del Estero,,Varón cis,0,No,,86,
3535255555,2026-01-31,Trata,Explotación sexual,Víctima indirecta,,Córdoba,Córdoba,Hombre,0,No,,14,San Vicente
3535255555,2026-01-31,Trata,Explotación sexual,Víctima directa,,Córdoba,,Mujer,25,No,,14,
7535255555,2026-01-31,Trata,Oferta laboral engañosa,Víctima indirecta - familiar,,Salta,,Mujer,0,No,,66,
7535255555,2026-01-31,Trata,Oferta laboral engañosa,Víctima directa,,Salta,,Hombre,28,No,,66,
6555255555,2026-02-01,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Mujer cis,0,No,,06,
9475255555,2026-02-02,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Mujer cis,20,No,,06,
9475255555,2026-02-02,Trata,Explotación laboral,Acusado,,Buenos Aires,,Mujer cis,0,No,,06,
1575255555,2026-02-02,Trata,Persona desaparecida,Víctima indirecta,,Ciudad Autónoma de Buenos Aires,,Mujer,0,No,,02,
1575255555,2026-02-02,Trata,Persona desaparecida,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,15,No,,02,La Boca
4575255555,2026-02-02,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,Castelar,Varón cis,58,No,,06,
9484355555,2026-02-02,Trata,Explotación sexual,Acusado,Argentina,Córdoba,,Mujer cis,0,No,,14,
4584355555,2026-02-02,Trata,Persona desaparecida,Víctima indirecta,,Buenos Aires,,Mujer,0,No,,06,
4584355555,2026-02-02,Trata,Persona desaparecida,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,15,No,,02,La Boca
3584355555,2026-02-02,Trata,Explotación sexual,Víctima indirecta,,Córdoba,,Mujer cis,0,No,,14,
3584355555,2026-02-02,Trata,Explotación sexual,Víctima directa,,Córdoba,,Mujer,0,No,,14,
7594355555,2026-02-03,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Córdoba,,Hombre,35,No,,14,
7594355555,2026-02-03,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Córdoba,,Hombre,0,No,,14,
7594355555,2026-02-03,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Córdoba,,Hombre,0,No,,14,
8405355555,2026-02-03,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Córdoba,,Hombre,35,No,,14,
1505355555,2026-02-03,Trata,Explotación laboral  rural,Víctima directa,,Santiago del Estero,,Hombre,25,No,,86,
1505355555,2026-02-03,Trata,Explotación laboral  rural,Acusado,,Río Negro,,Hombre,0,No,,62,
1505355555,2026-02-03,Trata,Explotación laboral  rural,Acusado,,Río Negro,,Hombre,0,No,,62,
2505355555,2026-02-03,Trata,Persona desaparecida,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,15,No,,02,La Boca
3505355555,2026-02-03,Trata,"Material de abuso sexual contra n, n, y a",Acusado,,Buenos Aires,,Hombre,0,No,,06,
9425355555,2026-02-03,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,Sin Descripcion,Buenos Aires,,Varón cis,0,No,,06,
7525355555,2026-02-04,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Mujer,23,No,,06,
7525355555,2026-02-04,Trata,Explotación laboral,Acusado,,Buenos Aires,,Mujer,0,No,,06,
7525355555,2026-02-04,Trata,Explotación laboral,Acusado,,Buenos Aires,,Mujer,65,No,,06,
9435355555,2026-02-04,Trata,Explotación laboral  rural,Acusado,,Mendoza,,Hombre,0,No,,50,
5535355555,2026-02-04,Trata,Explotación laboral  rural,Acusado,,Río Negro,,Varón cis,0,No,,62,
8445355555,2026-02-04,Trata,Posible captación,Víctima directa,,Chaco,Resistencia,Mujer cis,17,No,,22,
1545355555,2026-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,,Mujer,0,No,,18,
1545355555,2026-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Corrientes,,Mujer,23,No,,18,
1545355555,2026-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Corrientes,,Mujer,0,No,,18,
1545355555,2026-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Corrientes,,Mujer,0,No,,18,
1545355555,2026-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,,Hombre,0,No,,18,
1545355555,2026-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,,Mujer,0,No,,18,
1545355555,2026-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,,Mujer,0,No,,18,
3545355555,2026-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Santa Fe,,Mujer,60,No,,82,
6545355555,2026-02-05,Trata,"Material de abuso sexual contra n, n, y a",Acusado,,Tucumán,,Hombre,0,No,,90,
1555355555,2026-02-05,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,60,No,,02,
1555355555,2026-02-05,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Ciudad Autónoma de Buenos Aires,Buenos Aires,Hombre,73,No,,02,Villa Crespo
4555355555,2026-02-05,Trata,Explotación sexual,Acusado,,San Juan,,Hombre,0,No,,70,
4555355555,2026-02-05,Trata,Explotación sexual,Acusado,,San Juan,,Hombre,0,No,,70,
4555355555,2026-02-05,Trata,Explotación sexual,Víctima directa,,San Juan,,Mujer,0,No,,70,
2565355555,2026-02-06,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Buenos Aires,,Mujer cis,40,No,,06,
2565355555,2026-02-06,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,,Hombre,0,No,,06,
4565355555,2026-02-06,Trata,Oferta laboral engañosa,Víctima directa,Argentina,Buenos Aires,,Mujer cis,30,No,,06,
5565355555,2026-02-06,Trata,Otros delitos,Víctima indirecta,,Buenos Aires,,Mujer,0,No,,06,
8475355555,2026-02-06,Trata,"Material de abuso sexual contra n, n, y a",Acusado,,Tucumán,,Hombre,0,No,,90,
5565355555,2026-02-06,Trata,Otros delitos,Víctima directa,,Buenos Aires,,Mujer,15,No,,06,
5565355555,2026-02-06,Trata,Otros delitos,Acusado,,Buenos Aires,,Mujer,35,No,,06,
